datetime,city,state,country,shape,durationMinutes,comments,,
2/7/2010,modesto,ca,us,sphere,20 min or more,2 UFO IN MODESTO.  ((NUFORC Note:  Possible hoax??  PD)),,
2/7/2010,philadelphia,pa,us,other,10 seconds,Flying Red Lights,,
2/8/2010,hyde park,ny,us,circle,unknown,Small&#44 flashing&#44 moving light over hyde park,,
2/8/2010,riverhead,ny,us,circle,2 minutes or less,small silver/white light &#44 making rapid zig-zag patterns in early morning sky,,
2/8/2010,hobe sound,fl,us,circle,15 min.,Two White Star-like Shapes,,
2/8/2010,saylorsburg,pa,us,disk,2 minutes,Bright lights on craft over Saylorsburg&#44 Pennsylvania,,
2/8/2010,santa maria,ca,us,oval,20 minutes,UFO sighting Santa Maria&#44 CA,,
2/8/2010,gilbert,az,us,unknown,1 minute,Gliding silent set of lights over Gilbert&#44 AZ.,,
2/9/2010,kettleman city,ca,us,triangle,15 seconds,Red lights in a triangle over Kettleman City&#44 CA,,
2/9/2010,bedford,tx,us,light,1 min,Bright red lights moving south,,
2/9/2010,modesto,ca,us,changing,15 min,Blue UFO in North Modesto&#44 Ca.,,
2/10/2010,eaton rapids,mi,us,other,3 seconds,About 3:00 am I got up to use the bathroom.  As I entered the room&#44 I looked out the window and saw four round baseball sized objects i,,
2/10/2010,carthage,tn,us,light,3 hours,A small yellowish-white light was hovering in the sky outside my window.,,
2/11/2010,weymouth,ma,us,triangle,2 minutes,At approx. 8:35 pm I was out on my deck having a smoke when I looked up I saw a Very Large Triangle shaped craft..It had lights of some,,
2/12/2010,seattle,wa,us,triangle,10 seconds,I saw a dark triangular object with lights around it and there was golden light emerging from the craft,,
2/12/2010,san antonio,tx,us,light,15 minutes,star like object,,
2/12/2010,sharon,vt,us,light,30 to 45 seconds,Airplane-like light which seemed to spawn larger&#44 brighter&#44 stationary lights as it moved.,,
2/12/2010,yakima,wa,us,fireball,10-15 seconds,Bright ball of light heading north very fast.,,
2/12/2010,seattle,wa,us,light,45 seconds,Blue Green object streaking across the sky,,
2/12/2010,santa nella,ca,us,formation,1 minute,Two low flying green lights near Hwy. 5 disappear in mid-air&#33,,
2/12/2010,goose creek,sc,us,flash,15 minutes,Brillant flashes of light,,
2/12/2010,sullivan city,tx,us,formation,4 min,Red flashing lights in Sullivan City&#44 TX.,,
2/12/2010,topeka,ks,us,unknown,several days,bright star like light&#44 moves unlike nothing ive ever heard about,,
2/12/2010,ft. bragg,ca,us,cross,30 seconds,T shaped&#44 twinkeling lights&#44 and then vanished.,,
2/13/2010,san bernardino,ca,us,fireball,10 minutes,I saw three orange lights that came at different times and went out like a flame on a candle at different times.,,
2/13/2010,davenport,ia,us,light,two at 10 sec. each,Bright concentrated lights in two bursts&#44 electrical disturbances&#44 magnetic signs.,,
2/13/2010,los angeles,ca,us,circle,about 20 min.,5 white circular things in the L.A. sky on the day before valentine&#39s day...,,
2/13/2010,nacogdoches,tx,us,formation,15 to 20 seconds,ufo spotted Nacogdoches tx. bright silver with a short smoke tail 2-13-2110 @5:45pm main st. area,,
2/13/2010,sunnyvale,ca,us,formation,15 seconds,witnessed formation of 30-40 dim objects fly in south direction over Sunnyvale&#44 Ca,,
2/13/2010,melbourne,fl,us,sphere,1 minute,Three orange lights on top and four yellow lights on the bottom. Shaped like an oval or sphere.,,
2/14/2010,abilene,tx,us,changing,30 minutes,My friend took pictures with night vision camera lights and craft matched stephensville photos,,
2/14/2010,atco,nj,us,light,3 minutes,Strange light seen over Atco&#44 NJ.,,
2/14/2010,conover,nc,us,circle,20 sec,several round objects moving real fast across the sky.,,
2/14/2010,miami,fl,us,unknown,4 minutes,Unknown  red  light objects  in the sky observed in Miami&#44  Florida,,
2/14/2010,brandon,fl,us,fireball,4-5 seconds,Green Fireball streaking acros the sky from ESE to WNW.,,
2/14/2010,redding,ca,us,circle,7 minutes,Round ball of light type object floating silentley over the trees around the river.,,
2/14/2010,gautier,ms,us,formation,several hours,Four yellow and red objects in the night sky for several hours.,,
2/15/2010,ottawa (canada),on,ca,oval,5 sec.,Flashing blue lights in Ottawa&#44 what could it be?,,
2/15/2010,nashville (near),tn,us,unknown,minutes,UFO CASEBOOK REPORT:  Alien Encounter in Tennessee,,
2/15/2010,renton,wa,us,unknown,15+ min,UFO sighting Feb 15&#44 2010 over Lake Washington North of Boeing in Renton,,
2/15/2010,clearwater,ks,us,circle,15 minutes,Circular object approx the size of 3-4 baseball stadiums emitting amber rays straight down over the countryside before sunrise.,,
2/15/2010,las vegas,nv,us,circle,5 seconds,I was outside when my dad and I were looking up in the sky and we saw two bright lights.I went to get the telescope and when we looked,,
2/15/2010,cold lake (canada),ab,ca,light,5 min,Gold  color slow moving star no noise over CFB Cold Lake,,
2/15/2010,long beach,ca,us,sphere,10 minutes,UFO sighting Long Beach&#44 CA - Small spherical bright light reflective object remaining perfectly stationary,,
2/16/2010,fontana,ca,us,light,4:10,Just not the same as a jet landing in Ontario airport.,,
2/16/2010,denver,co,us,unknown,20 mins,Bright star looking object moved in sky and turned red&#44 blue&#44 green&#44 yellow and hovered in sky,,
2/16/2010,austin,tx,us,sphere,3-4 min.,Noticed a total of 6 ball shape orange glow except the last one was more red.Coming from north(downtown)to south(parallel)I-35.they all,,
2/16/2010,mesquite,tx,us,rectangle,30 seconds,Rectangle UFO with 4 Dim Red Lights,,
2/16/2010,winnie,tx,us,changing,17 minutes,Very eerily silent&#44 complete vulnarability&#44 Sense of being watched and thoughts read,,
2/16/2010,winnie,tx,us,triangle,17 minutes,Silent&#44 pulsating  lights flying parallel to HWY73&#44 turn and start chasing us down the HWY&#33&#33,,
2/17/2010,concord,nh,us,chevron,half minute,roll of lights in the sky,,
2/17/2010,covington,la,us,triangle,1 minute,Slow moving triangular object with bright light and no sound at relatively low altitude spotted at dusk.,,
2/18/2010,blanchard,mi,us,light,1 hour,I&#39m still seeing those flickering lights&#44 and according to the reports&#44 I&#39m not alone&#33&#33&#33  This time the colors are more vivid&#33&#33&#33&#33,,
2/18/2010,ellerslie,ga,us,light,2 minutes,Red lights in the sky,,
2/18/2010,raeford,nc,us,other,1 minute,Three identical white shapes far off in sky - one disappears instantly,,
2/18/2010,mojave (21 mi. nw of),ca,us,sphere,0:30,My companion and I had taken a well marked trail into a valley that had seen a lot of mining in the 1920-30s&#44 and we were the only trav,,
2/18/2010,san diego,ca,us,light,3 minutes,light moving slowly changes speed and direction radically,,
2/18/2010,westwood,ma,us,cylinder,5 minutes,bright white light&#44 cylindrical shape&#44 floating low in the woods behind our house,,
2/18/2010,shelbyville,il,us,unknown,3 minutes,4 white lights in  large square shape with 3 redlights in line in middle approx. 100 feet long,,
2/18/2010,bellingham,wa,us,triangle,5 seconds,Triangular object over Bellingham&#44 wa. Near bellis fair. 3 ports on each side. Craft was darker than the night sky.,,
2/19/2010,silverton,or,us,light,4 minutes,3 orange orbs flying over silverton oregon,,
2/19/2010,woodland hills,ca,us,oval,1 min,observed six flying objects with no wings traveling very fast in perfect formation.,,
2/19/2010,seattle (ballard),wa,us,triangle,1 minute,v-shaped craft&#44 no lights&#44 no sound&#44 flew quickly passed me.,,
2/19/2010,frankfort,il,us,triangle,15 - 20 minutes,Multiple Crafts (7-8) - 3 Super Bright White Spot Lights w/Shooting/Flickering,,
2/19/2010,vernon hills,il,us,light,few minutes,Red light object sighted over east Vernon Hills&#44 IL / west Lake Forest&#44 IL,,
2/20/2010,dalton,ga,us,fireball,3-5 minutes,Five firballs that dissapeared into the sky.,,
2/20/2010,randsburg,ca,us,teardrop,3 minutes,Unknown object flying at unusual pattern,,
2/20/2010,toronto (canada),on,ca,light,1.5 seconds,Super large bright light moving at hypervelocity over Toronto,,
2/20/2010,venetia,pa,us,sphere,very brief,Very bright yellow/white round light in the due northern sky on 02/20/2010 at 18:15,,
2/20/2010,marshall,mn,us,light,6-10 seconds,Green&#44 orb-like UFO spotted outside Marshall&#44 MN.,,
2/21/2010,severn,md,us,disk,2 minutes,unknown object drifts over roof line then disappears,,
2/21/2010,plum,pa,us,light,10 seconds,small white light in Plum&#44 PA,,
2/21/2010,darlington,sc,us,circle,ufo,((HOAX??))  this was a alien vessel,,
2/21/2010,stanardsville,va,us,triangle,2 minutes,The whitest light poured into our home&#44 followed by a large ship.,,
2/21/2010,belton,tx,us,light,3-5 minutes,Bright object crossing sky from east to west and plane diverts to persue it&#8230;,,
2/22/2010,new york city (manhattan),ny,us,disk,15 seconds,High speed flying object seen over Hudson river,,
2/22/2010,swarthmore,pa,us,flash,~15 seconds,blue-green explosions? light up sky in Swarthmore PA,,
2/23/2010,ewa beach,hi,us,triangle,5-10 min,Two unnaturally bright UFO&#39s over Ewa Beach,,
2/23/2010,galveston,tx,us,fireball,2 minutes,Myself and 2 others observed a neon blue meteor fall into the ocean off of Galveston island.  It was on 2/23/10 at approximately 11:00,,
2/24/2010,arden,ar,us,formation,20 minutes,Without knowing I disturbed the same lighted aircraft that my family and I have seen 24 years ago in the same area as before.,,
2/24/2010,springvale,me,us,sphere,1-3 hours,Multiple sightings of a variety of shapes of UFOlike crafts&#44 many photos&#33&#33&#33,,
2/24/2010,santa rosa,ca,us,diamond,2 minutes,small shiny diamond hovers,,
2/24/2010,rising star,tx,us,light,10 minutes,Strange lights appeared in the sky near Rising Star&#44Texas,,
2/25/2010,brockton,ma,us,light,4 hours,Next to Route 24 I was out on my balcony having my usual cigarette break and had a long night ahead of me to study for an exam the foll,,
2/25/2010,twin peaks,ca,us,circle,20 seconds,strange loud aircraft with green neon on it&#39s belly flying sideways into the sky,,
2/25/2010,wisconsin rapids,wi,us,unknown,4 minutes,Bright light flying accross the sky at speeds approx. 50 times that of an aircraft,,
2/25/2010,temple city,ca,us,light,3-4 minutes,my lady &amp; I witnessed a orange light floating like a balloon moving. then stopped moving&#44 for about 20sec nothing happened until a stre,,
2/26/2010,homestead,fl,us,sphere,5 minutes,4 extremely bright white&#44 large objects&#44 moving erractically&#44 and extremely fast over Homestead AFB&#44 Fla,,
2/26/2010,keaau,hi,us,sphere,10 seconds,BRIGHT GREEN SPHERE-BALL SHAPED OBJECT,,
2/26/2010,sonoma,ca,us,egg,30 min.,Large unidentified craft observed in the Napa sloughs.,,
2/26/2010,las vegas,nv,us,oval,20 minutes,2 dark color ovals hovering very high in the sky for 20 minutes.,,
2/27/2010,lawrence,ks,us,light,15 seconds,Two orange objects spotted floating over Lawrence&#44 Kansas&#44 February 27&#44 2010 at 12:55 am.,,
2/27/2010,corpus christi,tx,us,circle,10 seconds,2-round objects caught  with night vision scope no lights,,
2/27/2010,tampa,fl,us,rectangle,1 hour,Sorry for the false information but I didn&#39t know another way to reach you. I my self have been questioned years ago for statements I m,,
2/27/2010,lawrenceville,ga,us,circle,5 seconds,Strangely behaving Light in the early evening,,
2/27/2010,litchfield beach,sc,us,light,10 minutes,Three white lights hovered over the beach.,,
2/27/2010,spicewood,tx,us,circle,4 minutes,Large flaming light pulsed dim to bright then faded into darkness over Lake Travis.,,
2/28/2010,batavia,ia,us,sphere,15 minutes,A UFO was seen to the north of our house.,,
2/28/2010,homestead,fl,us,teardrop,55 sec,object like fire falling from the sky,,
2/28/2010,ward,ar,us,unknown,60 seconds,Fast black UFO.,,
2/28/2010,homestead,fl,us,unknown,3 minutes,Driving south on Florida Turnpike and noticed a strange &#39fireball&quot; with a tail falling to the earth very slowly. Thought it was a plane,,
2/28/2010,church point,la,us,cylinder,2 minutes,No Sound&#44 Movement&#44 or reflection from sunlight&#44 no changes around ship as far as visual disturbances,,
2/28/2010,miami,fl,us,circle,roughly 10 min,From one huge light to three and then five&#44 in the shape of an L&#44 then vertical to a horizontal line&#44 the lights faded after 10 min.,,
2/28/2010,silverdale,wa,us,changing,5-10 min,Strange Object spotted in sky over trailer park and goes through several changes.,,
2/28/2010,spring city,tn,us,oval,about 1 minute,6-8 ufo&#39s waiting on one ufo to reach the group.,,
2/28/2010,everett,wa,us,unknown,unknown,GREEN BEAM OF LIGHT OVER EVERETT WASHINGTON,,
2/28/2010,little river,sc,us,light,3 hours,Red blue green and white light slowly floating randomly within same area&#44 disappearing and reappearing brighter and dimmer at times.,,
3/1/2010,longview,tx,us,other,5 minutes,Hello i&#39ve recently stumbled upon this website where you can report UFO&#39s only thing about my case is I had a personal visitation there,,
3/1/2010,san diego,ca,us,other,2.5 hour,Chemtrails over San Diego&#44 Ca. the morning of March 01&#44 2010.,,
3/1/2010,hernando,fl,us,light,15 seconds,White Light (Solid) slowly moving about 5-10 mph&#44  just above tree line 200-300&#39 dia. no sound,,
3/1/2010,oakville,mo,us,other,3 minutes,Low frequency hum&#44 then low flying helicopters&#44 very often.,,
3/1/2010,cook,mn,us,light,10 minutes,Abnormal lights in the northern sky.,,
3/1/2010,visalia,ca,us,unknown,5 minutes,Very wide&#44 low flying and silent&#33&#33 Two jets followed within minutes. All went toward Hanford.,,
3/1/2010,davenport,ca,us,fireball,1 minute or so,star turned into a bright flare gradually changed and suddenly lost the light.  ((NUFORC Note:  Flare from Iridium satellite??  PD)),,
3/1/2010,pittsburg,ca,us,triangle,3 min,Huge triangle over Pittsburg&#44 CA and Large Rectangles over Concord / Pittsburg,,
3/2/2010,austin,tx,us,unknown,30 seconds,Object with unusually large and luminous lights seen hovering completely still 100 yards off the highway.,,
3/3/2010,rio rancho,nm,us,fireball,10 minutes,A fireball in the sky,,
3/3/2010,cleveland,oh,us,unknown,15 minutes,It was late at night and I was over my grandmother&#39s house awaiting my mother to pick me up. We both looked up into the dark night sky,,
3/3/2010,phoenix,az,us,unknown,approx 15 min,2 white objects in Phoenix&#44 one changes color to red,,
3/3/2010,crete,il,us,formation,half hour,possibly many crafts,,
3/3/2010,alma,ar,us,unknown,45 seconds,fast moving object wobbling at times at relative high speed moving east of alma,,
3/4/2010,canyon lake,tx,us,other,2 seconds,Large object falls straight down then jetfighters chase after it.,,
3/4/2010,north little rock,ar,us,unknown,45 seconds,I just went outside to my carport for a cigarette. I looked up to the sky because I saw the searchlight a local business uses. After th,,
3/4/2010,ontario,ca,us,flash,12-15 sec,Brilliant white light race across the sky at an unbelievable rate of speed.,,
3/4/2010,ballston lake,ny,us,fireball,1-2 seconds,Bright green fireball appears at the end of a burning meteor tail.,,
3/5/2010,tacoma,wa,us,fireball,2 minutes,Fireball over Tacoma Wa.,,
3/5/2010,proctor,ar,us,disk,6 minutes,Young woman see strange object with lights near home.,,
3/5/2010,fort smith,ar,us,other,1 hour,I noticed what appeared to be a star and just watched it for a moment.  ((NUFORC Note:  Star??  PD)),,
